Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview
Yeopgijeogin geunyeo,2001,"Comedy, Drama, Romance",137 min,8.0,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
Dial M for Murder,1954,"Crime, Thriller",105 min,8.2,A former tennis player tries to arrange his wife's murder after learning of her affair.
This Is England,2006,"Crime, Drama",101 min,7.7,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit."
Rush,2013,"Action, Biography, Drama",123 min,8.1,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.
Road to Perdition,2002,"Crime, Drama, Thriller",117 min,7.7,"A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge."
City Lights,1931,"Comedy, Drama, Romance",87 min,8.5,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically."
Searching,2018,"Drama, Mystery, Thriller",102 min,7.6,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop."
Serbuan maut 2: Berandal,2014,"Action, Crime, Thriller",150 min,8.0,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force."
The Social Network,2010,"Biography, Drama",120 min,7.7,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business."
Frankenstein,1931,"Drama, Horror, Sci-Fi",70 min,7.8,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.
Get Out,2017,"Horror, Mystery, Thriller",104 min,7.7,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point."
The Man Who Shot Liberty Valance,1962,"Drama, Western",123 min,8.1,A senator returns to a western town for the funeral of an old friend and tells the story of his origins.
Guess Who's Coming to Dinner,1967,"Comedy, Drama",108 min,7.8,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.
"Crna macka, beli macor",1998,"Comedy, Crime, Romance",127 min,8.1,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.
En man som heter Ove,2015,"Comedy, Drama, Romance",116 min,7.7,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors."
All Quiet on the Western Front,1930,"Drama, War",152 min,8.0,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror."
Arsenic and Old Lace,1942,"Comedy, Crime, Thriller",118 min,8.0,A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.
Giant,1956,"Drama, Western",201 min,7.6,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.
Il postino,1994,"Biography, Comedy, Drama",108 min,7.7,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice."
The Birds,1963,"Drama, Horror, Mystery",119 min,7.7,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
"Paris, Texas",1984,Drama,145 min,8.1,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family."
Haider,2014,"Action, Crime, Drama",160 min,8.1,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate."
"Lock, Stock and Two Smoking Barrels",1998,"Action, Comedy, Crime",107 min,8.2,"A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns."
High Noon,1952,"Drama, Thriller, Western",85 min,7.9,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train."
The Theory of Everything,2014,"Biography, Drama, Romance",123 min,7.7,A look at the relationship between the famous physicist Stephen Hawking and his wife.
Beauty and the Beast,1991,"Animation, Family, Fantasy",84 min,8.0,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
Bonnie and Clyde,1967,"Action, Biography, Crime",111 min,7.8,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks."
Arrival,2016,"Drama, Sci-Fi",116 min,7.9,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecrafts appear around the world.
The Last of the Mohicans,1992,"Action, Adventure, Drama",112 min,7.7,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.
Tangled,2010,"Animation, Adventure, Comedy",100 min,7.7,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
Idi i smotri,1985,"Drama, Thriller, War",142 min,8.3,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II."
A Night at the Opera,1935,"Comedy, Music, Musical",96 min,7.9,A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.
The Iron Giant,1999,"Animation, Action, Adventure",86 min,8.0,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
The Godfather,1972,"Crime, Drama",175 min,9.2,An organized crime dynasty's aging patriarch transfers control of his clandestine empire to his reluctant son.
The Station Agent,2003,"Comedy, Drama",89 min,7.6,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss."
Mad Max 2,1981,"Action, Adventure, Sci-Fi",96 min,7.6,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
The Lost Weekend,1945,"Drama, Film-Noir",101 min,7.9,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
Paths of Glory,1957,"Drama, War",88 min,8.4,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them."
Soul,2020,"Animation, Adventure, Comedy",100 min,8.1,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife."
Whiplash,2014,"Drama, Music",106 min,8.5,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
Crash,2004,"Crime, Drama, Thriller",112 min,7.7,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption."
Hable con ella,2002,"Drama, Mystery, Romance",112 min,7.9,Two men share an odd friendship while they care for two women who are both in deep comas.
The Graduate,1967,"Comedy, Drama, Romance",106 min,8.0,A disillusioned college graduate finds himself torn between his older lover and her daughter.
The Best Years of Our Lives,1946,"Drama, Romance, War",170 min,8.0,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.
G.O.R.A.,2004,"Adventure, Comedy, Sci-Fi",127 min,8.0,A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.
Miracle in cell NO.7,2019,Drama,132 min,8.3,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six years old daughter. The prison would be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).
Guardians of the Galaxy,2014,"Action, Adventure, Comedy",121 min,8.0,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
Philomena,2013,"Biography, Comedy, Drama",98 min,7.6,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
The Adventures of Robin Hood,1938,"Action, Adventure, Romance",102 min,7.9,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army."
Tropa de Elite 2: O Inimigo Agora é Outro,2010,"Action, Crime, Drama",115 min,8.0,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups."
Kung fu,2004,"Action, Comedy, Fantasy",99 min,7.7,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf."
Kill Bill: Vol. 1,2003,"Action, Crime, Drama",111 min,8.1,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
The Lord of the Rings: The Two Towers,2002,"Action, Adventure, Drama",179 min,8.7,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
La Grande Illusion,1937,"Drama, War",113 min,8.1,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress."
The Big Short,2015,"Biography, Comedy, Drama",130 min,7.8,In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.
Festen,1998,Drama,105 min,8.0,"At Helge's 60th birthday party, some unpleasant family truths are revealed."
Fitzcarraldo,1982,"Adventure, Drama",158 min,8.1,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle."
Andaz Apna Apna,1994,"Action, Comedy, Romance",160 min,8.2,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.
First Blood,1982,"Action, Adventure",93 min,7.7,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
The Jungle Book,1967,"Animation, Adventure, Family",78 min,7.6,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
Todo sobre mi madre,1999,Drama,101 min,7.8,"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela."
Philadelphia,1993,Drama,125 min,7.7,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
The Irishman,2019,"Biography, Crime, Drama",209 min,7.9,"An old man recalls his time painting houses for his friend, Jimmy Hoffa, through the 1950-70s."
Blood Simple,1984,"Crime, Drama, Thriller",99 min,7.6,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered."
Gegen die Wand,2004,"Drama, Romance",121 min,7.9,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
The Last Emperor,1987,"Biography, Drama, History",163 min,7.7,The story of the final Emperor of China.
Catch Me If You Can,2002,"Biography, Crime, Drama",141 min,8.1,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit."
King Kong,1933,"Adventure, Horror, Sci-Fi",100 min,7.9,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.
Fantasia,1940,"Animation, Family, Fantasy",125 min,7.7,A collection of animated interpretations of great works of Western classical music.
The Philadelphia Story,1940,"Comedy, Romance",112 min,7.9,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself."
The Right Stuff,1983,"Adventure, Biography, Drama",193 min,7.8,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program."
Rashômon,1950,"Crime, Drama, Mystery",88 min,8.2,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter."
Man on Fire,2004,"Action, Crime, Drama",146 min,7.7,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect."
Midnight Cowboy,1969,Drama,113 min,7.8,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process."
Jojo Rabbit,2019,"Comedy, Drama, War",108 min,7.9,A young boy in Hitler's army finds out his mother is hiding a Jewish girl in their home.
The Goonies,1985,"Adventure, Comedy, Family",114 min,7.8,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.
Cowboy Bebop: Tengoku no tobira,2001,"Animation, Action, Crime",115 min,7.9,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit."
Spider-Man: Into the Spider-Verse,2018,"Animation, Action, Adventure",117 min,8.4,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities."
Nightcrawler,2014,"Crime, Drama, Thriller",117 min,7.9,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story."
The Big Sleep,1946,"Crime, Film-Noir, Mystery",114 min,7.9,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love."
The Dirty Dozen,1967,"Action, Adventure, War",150 min,7.7,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers."
Beasts of No Nation,2015,"Drama, War",137 min,7.7,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country."
The Big Lebowski,1998,"Comedy, Crime, Sport",117 min,8.1,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it."
Interstellar,2014,"Adventure, Drama, Sci-Fi",169 min,8.6,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.
Mr. Smith Goes to Washington,1939,"Comedy, Drama",129 min,8.1,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down."
La règle du jeu,1939,"Comedy, Drama",110 min,8.0,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau."
Hera Pheri,2000,"Action, Comedy, Crime",156 min,8.2,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?"
The Elephant Man,1980,"Biography, Drama",124 min,8.1,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication."
The Thin Red Line,1998,"Drama, War",170 min,7.6,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
The Treasure of the Sierra Madre,1948,"Adventure, Drama, Western",126 min,8.2,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
The Straight Story,1999,"Biography, Drama",112 min,8.0,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.
Being John Malkovich,1999,"Comedy, Drama, Fantasy",113 min,7.7,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.
Being There,1979,"Comedy, Drama",130 min,8.0,"A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics."
Boyhood,2014,Drama,165 min,7.9,"The life of Mason, from early childhood to his arrival at college."
The Revenant,2015,"Action, Adventure, Drama",156 min,8.0,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.
Joyeux Noël,2005,"Drama, History, Music",116 min,7.7,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life."
White Heat,1949,"Action, Crime, Drama",114 min,8.1,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.
The Remains of the Day,1993,"Drama, Romance",134 min,7.8,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
K.G.F: Chapter 1,2018,"Action, Drama",156 min,8.2,"In the 1970s, a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people."
The Fugitive,1993,"Action, Crime, Drama",130 min,7.8,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
The Quiet Man,1952,"Comedy, Drama, Romance",129 min,7.7,"A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union."
Good Will Hunting,1997,"Drama, Romance",126 min,8.3,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life."
Mar adentro,2014,"Biography, Drama",126 min,8.0,"The factual story of Spaniard Ramon Sampedro, who fought a thirty-year campaign in favor of euthanasia and his own right to die."
Drishyam,2013,"Crime, Drama, Thriller",160 min,8.3,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.
The Wizard of Oz,1939,"Adventure, Family, Fantasy",102 min,8.0,Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.
Zootopia,2016,"Animation, Adventure, Comedy",108 min,8.0,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
Barfi!,2012,"Comedy, Drama, Romance",151 min,8.1,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.
Marriage Story,2019,"Comedy, Drama, Romance",137 min,7.9,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.
Ikiru,1952,Drama,143 min,8.3,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.
The Fighter,2010,"Biography, Drama, Sport",116 min,7.8,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness."
Soorarai Pottru,2020,Drama,153 min,8.6,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way."
Wait Until Dark,1967,Thriller,108 min,7.8,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.
Once Upon a Time in America,1984,"Crime, Drama",229 min,8.4,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life."
Aliens,1986,"Action, Adventure, Sci-Fi",137 min,8.3,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators."
Kaze no tani no Naushika,1984,"Animation, Adventure, Fantasy",117 min,8.1,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.
Zulu,1964,"Drama, History, War",138 min,7.7,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.
La dolce vita,1960,"Comedy, Drama",174 min,8.0,A series of stories following a week in the life of a philandering paparazzo journalist living in Rome.
Braveheart,1995,"Biography, Drama, History",178 min,8.3,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.
